Equipamento;Data/Hora;Codigo Frente (Digitada);Corte Base Automatico/Manual;Descricao Equipamento;Estado;Estado Operacional;Esteira Ligada;Grupo;Grupo Operacao;Horimetro;Implemento Ligado;Latitude;Longitude;Motor Ligado;Operacao;Operador;Pressao de Corte;RPM Extrator;RPM Motor;RTK;Tipo de Equipamento;Trabalhando Frente Dividida;Trabalhando em Fila;Velocidade;Implemento;Tipo Comunicacao
6126;17/03/2025 00:06:20;null;null;Plantadora;DESLOC P/ DESC;TRABALHANDO;null;PLANTADEIRA;Produtiva;2904.7;null;-19,586942036946628;-50,874074300130225;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;909;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;2,096;null;SOLINFNET
6126;17/03/2025 00:07:20;null;null;Plantadora;DESLOC P/ DESC;TRABALHANDO;null;PLANTADEIRA;Produtiva;2904.7;null;-19,586894353230807;-50,87408701578778;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;894;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:08:44;null;null;Plantadora;DESLOC P/ DESC;TRABALHANDO;null;PLANTADEIRA;Produtiva;2904.75;null;-19,586735407511405;-50,87419509887697;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;902;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:10:47;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2904.8;null;-19,58741887410483;-50,87526321411134;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2080;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,511;null;SOLINFNET
6126;17/03/2025 00:13:53;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2904.85;null;-19,587619145711276;-50,872618357340514;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2097;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,271;null;SOLINFNET
6126;17/03/2025 00:14:53;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2904.85;null;-19,588038762410495;-50,87190628051759;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2057;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,896;null;SOLINFNET
6126;17/03/2025 00:19:49;null;null;Plantadora;MANOBRA;MANOBRA;null;PLANTADEIRA;Auxiliar;2904.95;null;-19,590639114379893;-50,8690643310547;Sim;MANOBRA;SEM OPERADOR;null;null;913;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:28:44;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2904.95;null;-19,590674082438163;-50,86936314900718;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:31:57;null;null;Plantadora;DESLOC P/ DESC;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905;null;-19,590661366780612;-50,869382222493506;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;1313;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;3,212;null;SOLINFNET
6126;17/03/2025 00:33:19;null;null;Plantadora;DESLOC P/ DESC;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905;null;-19,590655008951835;-50,86915969848634;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;949;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:34:28;null;null;Plantadora;DESLOC P/ DESC;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905.05;null;-19,590651830037448;-50,86920420328778;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;1223;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:36:47;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905.1;null;-19,589958826700858;-50,870717366536475;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2021;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,771;null;SOLINFNET
6126;17/03/2025 00:37:54;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905.1;null;-19,58923403422039;-50,871136983235694;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2038;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,065;null;SOLINFNET
6126;17/03/2025 00:39:07;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905.1;null;-19,588420232137057;-50,87155659993491;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2036;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,998;null;SOLINFNET
6126;17/03/2025 00:41:24;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905.15;null;-19,587472915649425;-50,87305704752606;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2032;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,223;null;SOLINFNET
6126;17/03/2025 00:42:31;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905.15;null;-19,587329864501964;-50,87394078572593;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2040;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,076;null;SOLINFNET
6126;17/03/2025 00:43:45;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2905.2;null;-19,587409337361667;-50,874919891357436;Sim;PLANTIO DE MUDA;SEM OPERADOR;null;null;2021;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,881;null;SOLINFNET
6126;17/03/2025 00:47:17;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.25;null;-19,586926142374686;-50,874449412028014;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:48:25;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.25;null;-19,58691978454591;-50,874449412028014;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:51:47;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2905.25;null;-19,585737228393565;-50,871728261311866;Sim;MUDANCA DE AREA RODANDO;SEM OPERADOR;null;null;1377;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;9,813;null;SOLINFNET
6126;17/03/2025 00:52:54;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2905.3;null;-19,587526957194022;-50,8707364400228;Sim;MUDANCA DE AREA RODANDO;SEM OPERADOR;null;null;1733;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;12,704;null;SOLINFNET
6126;17/03/2025 00:56:30;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2905.35;null;-19,592778523763034;-50,8665720621745;Sim;MUDANCA DE AREA RODANDO;SEM OPERADOR;null;null;1486;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;10,734;null;SOLINFNET
6126;17/03/2025 00:58:46;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2905.4;null;-19,594704945882174;-50,864257812500014;Sim;MUDANCA DE AREA RODANDO;SEM OPERADOR;null;null;902;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 00:59:55;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2905.4;null;-19,59479077657065;-50,86411158243817;Sim;MUDANCA DE AREA RODANDO;SEM OPERADOR;null;null;859;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;6,698;null;SOLINFNET
6126;17/03/2025 01:01:11;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.4;null;-19,594851175944022;-50,86407979329429;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:02:30;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.4;null;-19,594851175944022;-50,86407979329429;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:02:58;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.4;null;-19,594851175944022;-50,864073435465514;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;937;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:03:26;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2905.4;null;-19,59490521748862;-50,86401621500653;Sim;MUDANCA DE AREA RODANDO;SEM OPERADOR;null;null;1157;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,284;null;SOLINFNET
6126;17/03/2025 01:04:23;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59473991394044;-50,86361567179364;Sim;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:05:53;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594736735026054;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:07:01;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594749450683604;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:08:08;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594749450683604;-50,86359659830731;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:09:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594733556111667;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:10:23;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59473991394044;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:11:30;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59473991394044;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:12:38;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594746271769218;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:13:53;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594704945882174;-50,86362202962241;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:16:17;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:17:23;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,863628387451186;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:18:31;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59473991394044;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:19:37;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594749450683604;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:20:43;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594733556111667;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:22:02;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59473991394044;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:23:20;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594733556111667;-50,86359024047853;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:24:20;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594730377197276;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:25:28;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594736735026054;-50,86359659830731;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:26:47;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594724019368503;-50,86359024047853;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:27:53;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594733556111667;-50,86359659830731;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:29:00;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:30:07;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:31:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:32:22;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594730377197276;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:33:28;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:34:34;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594733556111667;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:35:40;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,86359659830731;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:36:47;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594717661539725;-50,86359659830731;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:37:53;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59472719828289;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:40:04;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59471448262534;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:41:10;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594717661539725;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:42:17;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594711303710948;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:44:32;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594704945882174;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:45:38;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59471448262534;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:46:45;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594704945882174;-50,86361567179364;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:47:52;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594701766967784;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:50:04;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594698588053397;-50,86360931396486;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:51:11;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594689051310233;-50,86362202962241;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:52:19;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594676335652682;-50,86362202962241;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:54:31;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59469540913901;-50,86362202962241;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:55:38;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59469540913901;-50,863628387451186;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:56:44;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,59469540913901;-50,863628387451186;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:57:52;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594689051310233;-50,86364110310874;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:58:58;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594698588053397;-50,86364110310874;Nao;AGUARDANDO MUDA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 01:59:23;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,594689051310233;-50,86364110310874;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:01:16;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,594689051310233;-50,86362202962241;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:02:23;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,59469223022462;-50,86362202962241;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:02:54;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,594689051310233;-50,86362202962241;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;936;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:03:19;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2905.45;null;-19,594654083251964;-50,86359024047853;Sim;MUDANCA DE AREA RODANDO;SEM OPERADOR;null;null;1184;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;2,615;null;SOLINFNET
6126;17/03/2025 02:03:42;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2905.45;null;-19,594609578450534;-50,863533020019545;Sim;FALTA DE APONTAMENTO;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:03:49;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,59461275736492;-50,863533020019545;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:05:42;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,594609578450534;-50,863533020019545;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:06:42;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,59459686279298;-50,863539377848326;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:07:42;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,594603220621757;-50,863539377848326;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:08:51;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,594606399536143;-50,863539377848326;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:10:02;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,59462547302247;-50,863533020019545;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:11:02;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,59461275736492;-50,863552093505874;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
6126;17/03/2025 02:12:02;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Manutenção;2905.45;null;-19,594635009765636;-50,863539377848326;Nao;MANUTENCAO MECANICA;SEM OPERADOR;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;SOLINFNET
