Equipamento;Data/Hora;Codigo Frente (Digitada);Corte Base Automatico/Manual;Descricao Equipamento;Estado;Estado Operacional;Esteira Ligada;Grupo;Grupo Operacao;Horimetro;Implemento Ligado;Latitude;Longitude;Motor Ligado;Operacao;Operador;Pressao de Corte;RPM Extrator;RPM Motor;RTK;Tipo de Equipamento;Trabalhando Frente Dividida;Trabalhando em Fila;Velocidade;Implemento;Tipo Comunicacao
6129;17/03/2025 02:47:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589815775553397;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:48:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58981259663901;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:49:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589815775553397;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:50:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589822133382174;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:51:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58981259663901;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:52:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589806238810233;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:53:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589806238810233;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:54:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58980941772462;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:55:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58980941772462;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:56:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58980941772462;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:57:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589806238810233;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:58:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58981259663901;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 02:59:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58980941772462;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:00:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589806238810233;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:01:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:02:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589806238810233;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:03:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:04:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589806238810233;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:05:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58979670206707;-50,86913426717124;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:06:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:07:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:08:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589793523152682;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:09:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58979670206707;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:10:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:11:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589803059895846;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:12:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:13:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58979670206707;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:14:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:15:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:16:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:17:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58979670206707;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:18:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589803059895846;-50,869140625000014;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:19:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:20:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589793523152682;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:21:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58979670206707;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:22:15;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589806238810233;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:23:03;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,58981259663901;-50,869146982828795;Nao;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;920;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:24:03;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589803059895846;-50,869146982828795;Sim;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;896;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:25:03;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589803059895846;-50,86915969848634;Sim;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;895;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:26:03;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.5;null;-19,589799880981456;-50,869140625000014;Sim;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;894;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:27:03;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.7;null;-19,589799880981456;-50,86913426717124;Sim;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;898;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:28:03;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.7;null;-19,58979670206707;-50,86913426717124;Sim;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;897;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:29:03;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.7;null;-19,589790344238292;-50,869140625000014;Sim;AGUARDANDO MUDA;JOSE AILSON DE ARAUJO;null;null;895;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:29:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.7;null;-19,58985710144044;-50,86915969848634;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1074;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;3,324;null;GPRS
6129;17/03/2025 03:30:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.7;null;-19,58990478515626;-50,869121551513686;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1132;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,944;null;GPRS
6129;17/03/2025 03:31:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.7;null;-19,589863459269218;-50,86910247802736;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1133;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:32:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.7;null;-19,590076446533214;-50,86881001790366;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1460;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;6,672;null;GPRS
6129;17/03/2025 03:33:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,590416590372733;-50,8695157368978;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1937;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;8,922;null;GPRS
6129;17/03/2025 03:34:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,589745839436862;-50,870672861735045;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1918;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;9,038;null;GPRS
6129;17/03/2025 03:35:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,588550567626964;-50,87129592895509;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1906;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;8,839;null;GPRS
6129;17/03/2025 03:36:39;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,58764139811199;-50,87228139241538;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1710;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;7,896;null;GPRS
6129;17/03/2025 03:36:58;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2498.8;null;-19,58753013610841;-50,87251027425132;Sim;PLANTIO DE MUDA;JOSE AILSON DE ARAUJO;null;null;1905;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:37:06;null;null;Plantadora;MANOBRA;MANOBRA;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,5875333150228;-50,872503916422545;Sim;MANOBRA;JOSE AILSON DE ARAUJO;null;null;1966;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:37:17;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2498.8;null;-19,587523778279635;-50,87253570556642;Sim;PLANTIO DE MUDA;JOSE AILSON DE ARAUJO;null;null;1813;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,736;null;GPRS
6129;17/03/2025 03:38:17;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2498.8;null;-19,5872408548991;-50,87337493896486;Sim;PLANTIO DE MUDA;JOSE AILSON DE ARAUJO;null;null;1944;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,805;null;GPRS
6129;17/03/2025 03:39:17;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2498.8;null;-19,587164560953788;-50,87425231933595;Sim;PLANTIO DE MUDA;JOSE AILSON DE ARAUJO;null;null;1951;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,756;null;GPRS
6129;17/03/2025 03:40:17;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2498.8;null;-19,587247212727878;-50,874989827473975;Sim;PLANTIO DE MUDA;JOSE AILSON DE ARAUJO;null;null;1921;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,336;null;GPRS
6129;17/03/2025 03:40:53;null;null;Plantadora;MANOBRA;MANOBRA;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,587237675984714;-50,87539672851564;Sim;MANOBRA;JOSE AILSON DE ARAUJO;null;null;1428;Sim;TRATOR DE PNEU LEVE/MAG 100 ;null;null;6,082;null;GPRS
6129;17/03/2025 03:41:53;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,587218602498385;-50,875225067138686;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1847;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,647;null;GPRS
6129;17/03/2025 03:42:26;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2498.8;null;-19,587247212727878;-50,875155131022154;Sim;PLANTIO DE MUDA;JOSE AILSON DE ARAUJO;null;null;1945;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,643;null;GPRS
6129;17/03/2025 03:42:43;null;null;Plantadora;MANOBRA;MANOBRA;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,58722813924155;-50,87501525878908;Sim;MANOBRA;JOSE AILSON DE ARAUJO;null;null;1951;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:43:01;null;null;Plantadora;TRABALHANDO;TRABALHANDO;null;PLANTADEIRA;Produtiva;2498.8;null;-19,58722813924155;-50,87502161661786;Sim;PLANTIO DE MUDA;JOSE AILSON DE ARAUJO;null;null;1981;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;1,09;null;GPRS
6129;17/03/2025 03:43:08;null;null;Plantadora;MANOBRA;MANOBRA;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,58722496032716;-50,8750089009603;Sim;MANOBRA;JOSE AILSON DE ARAUJO;null;null;1874;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;4,951;null;GPRS
6129;17/03/2025 03:44:08;null;null;Plantadora;MANOBRA;MANOBRA;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,58722813924155;-50,87500254313153;Sim;MANOBRA;JOSE AILSON DE ARAUJO;null;null;902;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:44:39;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.8;null;-19,58722496032716;-50,87500254313153;Sim;FALTA DE APONTAMENTO;JOSE AILSON DE ARAUJO;null;null;905;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:45:39;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.8;null;-19,58722813924155;-50,87500254313153;Sim;FALTA DE APONTAMENTO;JOSE AILSON DE ARAUJO;null;null;903;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:46:39;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.8;null;-19,58722813924155;-50,87500254313153;Sim;FALTA DE APONTAMENTO;JOSE AILSON DE ARAUJO;null;null;906;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:47:39;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.8;null;-19,587231318155936;-50,87500254313153;Sim;FALTA DE APONTAMENTO;JOSE AILSON DE ARAUJO;null;null;897;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:48:39;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.8;null;-19,58722813924155;-50,87500254313153;Sim;FALTA DE APONTAMENTO;JOSE AILSON DE ARAUJO;null;null;900;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:49:39;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.8;null;-19,58722813924155;-50,8750089009603;Sim;FALTA DE APONTAMENTO;JOSE AILSON DE ARAUJO;null;null;904;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:50:21;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Improdutiva;2498.8;null;-19,58722496032716;-50,8750089009603;Sim;CALIBRACAO DE PLANTADEIRA;JOSE AILSON DE ARAUJO;null;null;896;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:50:38;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Improdutiva;2498.8;null;-19,58722813924155;-50,87500254313153;Sim;CALIBRACAO DE PLANTADEIRA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:51:38;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Improdutiva;2498.8;null;-19,587221781412772;-50,8750089009603;Nao;CALIBRACAO DE PLANTADEIRA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:52:38;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Improdutiva;2498.8;null;-19,587221781412772;-50,8750089009603;Nao;CALIBRACAO DE PLANTADEIRA;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:52:41;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Improdutiva;2498.8;null;-19,587221781412772;-50,8750089009603;Nao;CALIBRACAO DE PLANTADEIRA;JOSE AILSON DE ARAUJO;null;null;928;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
6129;17/03/2025 03:53:14;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,587218602498385;-50,874945322672545;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1329;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;3,614;null;GPRS
6129;17/03/2025 03:54:14;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,58711051940919;-50,87401707967124;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1519;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;6,863;null;GPRS
6129;17/03/2025 03:55:14;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,587361653645846;-50,872809092203795;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1729;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;7,881;null;GPRS
6129;17/03/2025 03:56:14;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,587984720865897;-50,87176005045575;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1730;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;7,985;null;GPRS
6129;17/03/2025 03:57:14;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,58902422587078;-50,87105433146161;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1958;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;9,051;null;GPRS
6129;17/03/2025 03:58:14;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,590085983276378;-50,87024052937827;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1947;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;8,755;null;GPRS
6129;17/03/2025 03:59:14;null;null;Plantadora;DESLOCAMENTO;DESLOCAMENTO INTERNO;null;PLANTADEIRA;Auxiliar;2498.8;null;-19,590451558431003;-50,86897532145184;Sim;MUDANCA DE AREA RODANDO;JOSE AILSON DE ARAUJO;null;null;1370;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;5,619;null;GPRS
6129;17/03/2025 03:59:48;null;null;Plantadora;PARADA;PARADA;null;PLANTADEIRA;Perdida;2498.8;null;-19,590270360310885;-50,868651072184264;Sim;FALTA DE APONTAMENTO;JOSE AILSON DE ARAUJO;null;null;0;Nao;TRATOR DE PNEU LEVE/MAG 100 ;null;null;0;null;GPRS
